ID	Name	Level	Type	MaxNum	Quality	AutoSell	Use	BuyPrice	GoldPrice	GongDe	Recovery	Desc	Legend	Icon	MinAttack	MaxAttack	MinDefence	MaxDefence	MinWAttack	MaxWAttack	MinMAttack	MaxMAttack	MinGAttack	MaxGAttack	MinPAttack	MaxPAttack	MinDodge	MaxDodge	MinBang	MaxBang	MinASpeed	MaxASpeed	MinMSpeed	MaxMSpeed	MinAntiMine	MaxAntiMine	Body	Soul	UseLimit
2488	巨灵真经		10	1	3		1	1000			15	使用后，可以学到功法：《巨灵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	488																								
2489	聚魔真经		10	1	3		1	1000			15	使用后，可以学到功法：《聚魔真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	489																								
2490	衔月真经		10	1	3		1	1000			15	使用后，可以学到功法：《衔月真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	490																								
2491	魁星真经		10	1	3		1	1000			15	使用后，可以学到功法：《魁星真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	491																								
2492	照阳真经		10	1	3		1	1000			15	使用后，可以学到功法：《照阳真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	492																								
2493	南紫真经		10	1	3		1	1000			15	使用后，可以学到功法：《南紫真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	493																								
2494	天海真经		10	1	3		1	1000			15	使用后，可以学到功法：《天海真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	494																								
2495	神农真经		10	1	3		1	1000			15	使用后，可以学到功法：《神农真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	495																								
2496	血煞真经		10	1	3		1	1000			15	使用后，可以学到功法：《血煞真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	496																								
2497	仙侣真经		10	1	3		1	1000			15	使用后，可以学到功法：《仙侣真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	497																								
2498	天华真经		10	1	4		1	2000			20	使用后，可以学到功法：《天华真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	498																								
2499	九黎真经		10	1	4		1	2000			20	使用后，可以学到功法：《九黎真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	499																								
2500	月音真经		10	1	4		1	2000			20	使用后，可以学到功法：《月音真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	500																								
2501	归一真经		10	1	4		1	2000			20	使用后，可以学到功法：《归一真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	501																								
2502	五行真经		10	1	4		1	2000			20	使用后，可以学到功法：《五行真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	502																								
2503	潜龙真经		10	1	4		1	2000			20	使用后，可以学到功法：《潜龙真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	503																								
2504	神意真经		10	1	4		1	2000			20	使用后，可以学到功法：《神意真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	504																								
2505	寒毒真经		10	1	4		1	2000			20	使用后，可以学到功法：《寒毒真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	505																								
2506	青羽真经		10	1	4		1	2000			20	使用后，可以学到功法：《青羽真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	506																								
2507	古月真经		10	1	4		1	2000			20	使用后，可以学到功法：《古月真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	507																								
2508	斩棘真经		10	1	4		1	2000			20	使用后，可以学到功法：《斩棘真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	508																								
2509	菩提真经		10	1	4		1	2000			20	使用后，可以学到功法：《菩提真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	509																								
2510	风清真经		10	1	4		1	2000			20	使用后，可以学到功法：《风清真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	510																								
2511	无极真经		10	1	4		1	2000			20	使用后，可以学到功法：《无极真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	511																								
2512	天音真经		10	1	5		1	10000			25	使用后，可以学到功法：《天音真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	512																								
2513	灵山真经		10	1	5		1	10000			25	使用后，可以学到功法：《灵山真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	513																								
2514	法华真经		10	1	5		1	10000			25	使用后，可以学到功法：《法华真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	514																								
2515	金顶真经		10	1	5		1	10000			25	使用后，可以学到功法：《金顶真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	515																								
2516	独尊真经		10	1	5		1	10000			25	使用后，可以学到功法：《独尊真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	516																								
2517	九煞真经		10	1	5		1	10000			25	使用后，可以学到功法：《九煞真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	517																								
2518	伏龙真经		10	1	5		1	10000			25	使用后，可以学到功法：《伏龙真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	518																								
2519	玄音真经		10	1	5		1	10000			25	使用后，可以学到功法：《玄音真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	519																								
2520	落日真经		10	1	5		1	10000			25	使用后，可以学到功法：《落日真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	520																								
2521	生死真经		10	1	5		1	10000			25	使用后，可以学到功法：《生死真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	521																								
2522	隐神真经		10	1	5		1	10000			25	使用后，可以学到功法：《隐神真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	522																								
2523	合欢真经		10	1	6		1	30000			30	使用后，可以学到功法：《合欢真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	523																								
2524	碧云真经		10	1	6		1	30000			30	使用后，可以学到功法：《碧云真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	524																								
2525	焚香真经		10	1	6		1	30000			30	使用后，可以学到功法：《焚香真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	525																								
2526	灵寂真经		10	1	6		1	30000			30	使用后，可以学到功法：《灵寂真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	526																								
2527	无心真经		10	1	6		1	30000			30	使用后，可以学到功法：《无心真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	527																								
2528	无为真经		10	1	6		1	30000			30	使用后，可以学到功法：《无为真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	528																								
2529	上清真经		10	1	6		1	30000			30	使用后，可以学到功法：《上清真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	529																								
2530	天师真经		10	1	6		1	30000			30	使用后，可以学到功法：《天师真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	530																								
2531	恶魔真经		10	1	7		1	50000			35	使用后，可以学到功法：《恶魔真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	531																								
2532	死亡真经		10	1	7		1	50000			35	使用后，可以学到功法：《死亡真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	532																								
2533	凌云真经		10	1	7		1	50000			35	使用后，可以学到功法：《凌云真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	533																								
2534	云霄真经		10	1	7		1	50000			35	使用后，可以学到功法：《云霄真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	534																								
2535	华音真经		10	1	7		1	50000			35	使用后，可以学到功法：《华音真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	535																								
2536	天魔真经		10	1	7		1	50000			35	使用后，可以学到功法：《天魔真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	536																								
2537	玄灵真经		10	1	8		1	80000			40	使用后，可以学到功法：《玄灵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	537																								
2538	浩天真经		10	1	8		1	80000			40	使用后，可以学到功法：《浩天真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	538																								
2539	紫门真经		10	1	8		1	80000			40	使用后，可以学到功法：《紫门真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	539																								
2540	碧凌真经		10	1	8		1	80000			40	使用后，可以学到功法：《碧凌真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	540																								
2541	魔泯真经		10	1	8		1	80000			40	使用后，可以学到功法：《魔泯真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	541																								
2542	碧宵真经		10	1	8		1	80000			40	使用后，可以学到功法：《碧宵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	542																								
2543	玉女真经		10	1	8		1	80000			40	使用后，可以学到功法：《玉女真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	543																								
2544	天道真经		10	1	8		1	80000			40	使用后，可以学到功法：《天道真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	544																								
2545	天衍真经		10	1	8		1	80000			40	使用后，可以学到功法：《天衍真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	545																								
2546	百媚真经		10	1	8		1	80000			40	使用后，可以学到功法：《百媚真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	546																								
2547	天鉴真经		10	1	9		1	100000			45	使用后，可以学到功法：《天鉴真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	547																								
2548	青云真经		10	1	9		1	100000			45	使用后，可以学到功法：《青云真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	548																								
2549	飘渺真经		10	1	9		1	100000			45	使用后，可以学到功法：《飘渺真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	549																								
2550	宵水真经		10	1	9		1	100000			45	使用后，可以学到功法：《宵水真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	550																								
2551	赤血真经		10	1	9		1	100000			45	使用后，可以学到功法：《赤血真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	551																								
2552	嗜魔真经		10	1	9		1	100000			45	使用后，可以学到功法：《嗜魔真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	552																								
2553	鬼王真经		10	1	9		1	100000			45	使用后，可以学到功法：《鬼王真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	553																								
2554	紫霄真经		10	1	9		1	100000			45	使用后，可以学到功法：《紫霄真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	554																								
2555	无极真经		10	1	9		1	100000			45	使用后，可以学到功法：《无极真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	555																								
2556	魔神真经		10	1	9		1	100000			45	使用后，可以学到功法：《魔神真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	556																								
2557	万佛真经		10	1	9		1	100000			45	使用后，可以学到功法：《万佛真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	557																								
2558	五灵真经		10	1	9		1	100000			45	使用后，可以学到功法：《五灵真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	558																								
2559	玄天真经		10	1	9		1	100000			45	使用后，可以学到功法：《玄天真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	559																								
2560	神兽真经		10	1	9		1	100000			45	使用后，可以学到功法：《神兽真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	560																								
2561	天阳真经		10	1	9		1	100000			45	使用后，可以学到功法：《天阳真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	561																								
2562	玄武真经		10	1	9		1	100000			45	使用后，可以学到功法：《玄武真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	562																								
2563	蜀山真经		10	1	9		1	100000			45	使用后，可以学到功法：《蜀山真经》。使用功法，不消耗技能点！此功法增加：雷抗！		153	563																								
2564	逍遥秘诀		10	1	1		1		1	10	5	使用后，可以学到功法：《逍遥秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	564																								
2565	黄泉秘诀		10	1	1		1		1	10	5	使用后，可以学到功法：《天海秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	565																								
2566	天海秘诀		10	1	2		1		5	50	10	使用后，可以学到功法：《天海秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	566																								
2567	仙侣秘诀		10	1	2		1		5	50	10	使用后，可以学到功法：《仙侣秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	567																								
2568	斗狂秘诀		10	1	2		1		5	50	10	使用后，可以学到功法：《斗狂秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	568																								
2569	青羽秘诀		10	1	3		1		10	100	15	使用后，可以学到功法：《青羽秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	569																								
2570	天音秘诀		10	1	4		1		20	200	15	使用后，可以学到功法：《天音秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	570																								
2571	九煞秘诀		10	1	4		1		20	200	20	使用后，可以学到功法：《九煞秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	571																								
2572	隐神秘诀		10	1	4		1		20	200	20	使用后，可以学到功法：《隐神秘诀》。使用功法，不消耗技能点！此功法增加：修炼速度！		153	572																								
2573	合欢秘诀		10	1	5		1		35	350	25	使用后，可以学到功法：《合欢秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	573																								
2574	碧云秘诀		10	1	5		1		35	350	25	使用后，可以学到功法：《碧云秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	574																								
2575	天师秘诀		10	1	5		1		35	350	25	使用后，可以学到功法：《天师秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	575																								
2576	恶魔秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《恶魔秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	576																								
2577	云霄秘诀		10	1	6		1		50	500	30	使用后，可以学到功法：《云霄秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	577																								
2578	浩天秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《浩天秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	578																								
2579	碧凌秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《碧凌秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	579																								
2580	魔泯秘诀		10	1	7		1		80	800	35	使用后，可以学到功法：《魔泯秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	580																								
2581	鬼王秘诀		10	1	8		1		120	1200	40	使用后，可以学到功法：《鬼王秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	581																								
2582	无极秘诀		10	1	8		1		120	1200	40	使用后，可以学到功法：《无极秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	582																								
2583	魔神秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《魔神秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	583																								
2584	万佛秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《万佛秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	584																								
2585	五灵秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《五灵秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	585																								
2586	玄天秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《玄天秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	586																								
2587	神兽秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《神兽秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	587																								
2588	天阳秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《天阳秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	588																								
2589	玄武秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《玄武秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	589																								
2590	蜀山秘诀		10	1	9		1		150	1500	45	使用后，可以学到功法：《蜀山秘诀》。与修真奇书《青云诀》相比起来，弱了许多。此功法增加：修炼速度！		153	590																								
2591	阴罗心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《阴罗心法》。使用功法，不消耗技能点！此功法增加：防御！		157	591																								
2592	罗刹心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《罗刹心法》。使用功法，不消耗技能点！此功法增加：防御！		157	592																								
2593	七曜心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《七曜心法》。使用功法，不消耗技能点！此功法增加：防御！		157	593																								
2594	虹月心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《虹月心法》。使用功法，不消耗技能点！此功法增加：防御！		157	594																								
2595	无量心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《无量心法》。使用功法，不消耗技能点！此功法增加：防御！		157	595																								
2596	星月心法		10	1	6		1	30000			30	使用后，可以学到功法：《星月心法》。使用功法，不消耗技能点！此功法增加：防御！		157	596																								
2597	朝天心法		10	1	6		1	30000			30	使用后，可以学到功法：《朝天心法》。使用功法，不消耗技能点！此功法增加：防御！		157	597																								
2598	问道心法		10	1	6		1	30000			30	使用后，可以学到功法：《问道心法》。使用功法，不消耗技能点！此功法增加：防御！		157	598																								
2599	清虚心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《清虚心法》。使用功法，不消耗技能点！此功法增加：防御！		157	599																								
2600	剑符心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《剑符心法》。使用功法，不消耗技能点！此功法增加：防御！		157	600																								
2601	御灵心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《御灵心法》。使用功法，不消耗技能点！此功法增加：防御！		157	601																								
2602	鬼灵心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《鬼灵心法》。使用功法，不消耗技能点！此功法增加：防御！		157	602																								
2603	迷月心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《迷月心法》。使用功法，不消耗技能点！此功法增加：防御！		157	603																								
2604	圣水心法		10	1	6		1		150	1500	30	使用后，可以学到功法：《圣水心法》。使用功法，不消耗技能点！此功法增加：防御！		157	604																								
2605	万花心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《万花心法》。使用功法，不消耗技能点！此功法增加：防御！		157	605																								
2606	天星心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《天星心法》。使用功法，不消耗技能点！此功法增加：防御！		157	606																								
2607	血魂心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《血魂心法》。使用功法，不消耗技能点！此功法增加：防御！		157	607																								
2608	飞羽心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《飞羽心法》。使用功法，不消耗技能点！此功法增加：防御！		157	608																								
2609	千面心法		10	1	7		1	50000			35	使用后，可以学到功法：《千面心法》。使用功法，不消耗技能点！此功法增加：防御！		157	609																								
2610	两仪心法		10	1	7		1	50000			35	使用后，可以学到功法：《两仪心法》。使用功法，不消耗技能点！此功法增加：防御！		157	610																								
2611	灵虚心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《灵虚心法》。使用功法，不消耗技能点！此功法增加：防御！		157	611																								
2612	血河心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《血河心法》。使用功法，不消耗技能点！此功法增加：防御！		157	612																								
2613	烈焰心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《烈焰心法》。使用功法，不消耗技能点！此功法增加：防御！		157	613																								
2614	玲珑心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《玲珑心法》。使用功法，不消耗技能点！此功法增加：防御！		157	614																								
2615	太上心法		10	1	7		1		200	2000	35	使用后，可以学到功法：《太上心法》。使用功法，不消耗技能点！此功法增加：防御！		157	615																								
2616	阴罗诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《阴罗诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	616																								
2617	罗刹诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《罗刹诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	617																								
2618	七曜诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《七曜诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	618																								
2619	虹月诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《虹月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	619																								
2620	无量诀		10	1	6		1	30000			30	使用后，可以学到功法：《无量诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	620																								
2621	星月诀		10	1	6		1	30000			30	使用后，可以学到功法：《星月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	621																								
2622	朝天诀		10	1	6		1	30000			30	使用后，可以学到功法：《朝天诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	622																								
2623	问道诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《问道诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	623																								
2624	清虚诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《清虚诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	624																								
2625	剑符诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《剑符诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	625																								
2626	御灵诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《御灵诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	626																								
2627	鬼灵诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《鬼灵诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	627																								
2628	迷月诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《迷月诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	628																								
2629	圣水诀		10	1	6		1		150	1500	30	使用后，可以学到功法：《圣水诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	629																								
2630	万花诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《万花诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	630																								
2631	天星诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《天星诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	631																								
2632	血魂诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《血魂诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	632																								
2633	飞羽诀		10	1	7		1	50000			35	使用后，可以学到功法：《飞羽诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	633																								
2634	千面诀		10	1	7		1	50000			35	使用后，可以学到功法：《千面诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	634																								
2635	两仪诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《两仪诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	635																								
2636	灵虚诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《灵虚诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	636																								
2637	血河诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《血河诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	637																								
2638	烈焰诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《烈焰诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	638																								
2639	玲珑诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《玲珑诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	639																								
2640	太上诀		10	1	7		1		200	2000	35	使用后，可以学到功法：《太上诀》。使用功法，不消耗技能点！此功法增加：攻击！		158	640																								
2641	阴罗遁术		10	1	6		1	30000			30	使用后，可以学到功法：《阴罗遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	641																								
2642	罗刹遁术		10	1	6		1	30000			30	使用后，可以学到功法：《罗刹遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	642																								
2643	七曜遁术		10	1	6		1	30000			30	使用后，可以学到功法：《七曜遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	643																								
2644	虹月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《虹月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	644																								
2645	无量遁术		10	1	6		1	30000			30	使用后，可以学到功法：《无量遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	645																								
2646	星月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《星月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	646																								
2647	朝天遁术		10	1	6		1	30000			30	使用后，可以学到功法：《朝天遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	647																								
2648	问道遁术		10	1	6		1	30000			30	使用后，可以学到功法：《问道遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	648																								
2649	清虚遁术		10	1	6		1	30000			30	使用后，可以学到功法：《清虚遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	649																								
2650	剑符遁术		10	1	6		1	30000			30	使用后，可以学到功法：《剑符遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	650																								
2651	御灵遁术		10	1	6		1	30000			30	使用后，可以学到功法：《御灵遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	651																								
2652	鬼灵遁术		10	1	6		1	30000			30	使用后，可以学到功法：《鬼灵遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	652																								
2653	迷月遁术		10	1	6		1	30000			30	使用后，可以学到功法：《迷月遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	653																								
2654	圣水遁术		10	1	6		1	30000			30	使用后，可以学到功法：《圣水遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	654																								
2655	万花遁术		10	1	7		1	50000			35	使用后，可以学到功法：《万花遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	655																								
2656	天星遁术		10	1	7		1	50000			35	使用后，可以学到功法：《天星遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	656																								
2657	血魂遁术		10	1	7		1	50000			35	使用后，可以学到功法：《血魂遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	657																								
2658	飞羽遁术		10	1	7		1	50000			35	使用后，可以学到功法：《飞羽遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	658																								
2659	千面遁术		10	1	7		1	50000			35	使用后，可以学到功法：《千面遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	659																								
2660	两仪遁术		10	1	7		1	50000			35	使用后，可以学到功法：《两仪遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	660																								
2661	灵虚遁术		10	1	7		1	50000			35	使用后，可以学到功法：《灵虚遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	661																								
2662	血河遁术		10	1	7		1	50000			35	使用后，可以学到功法：《血河遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	662																								
2663	烈焰遁术		10	1	7		1	50000			35	使用后，可以学到功法：《烈焰遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	663																								
2664	玲珑遁术		10	1	7		1	50000			35	使用后，可以学到功法：《玲珑遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	664																								
2665	太上遁术		10	1	7		1	50000			35	使用后，可以学到功法：《太上遁术》。使用功法，不消耗技能点！此功法增加：速度！		163	665																								
2666	阴罗身法		10	1	6		1	30000			30	使用后，可以学到功法：《阴罗身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	666																								
2667	罗刹身法		10	1	6		1	30000			30	使用后，可以学到功法：《罗刹身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	667																								
2668	七曜身法		10	1	6		1	30000			30	使用后，可以学到功法：《七曜身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	668																								
2669	虹月身法		10	1	6		1	30000			30	使用后，可以学到功法：《虹月身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	669																								
2670	无量身法		10	1	6		1	30000			30	使用后，可以学到功法：《无量身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	670																								
2671	星月身法		10	1	6		1	30000			30	使用后，可以学到功法：《星月身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	671																								
2672	朝天身法		10	1	6		1	30000			30	使用后，可以学到功法：《朝天身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	672																								
2673	问道身法		10	1	6		1	30000			30	使用后，可以学到功法：《问道身法》。使用功法，不消耗技能点！此功法增加：闪避！		162	673																								
